cidades,n_cluster,cluster_idx,model_name,window_size,rmse,time
sao-jose-de-ribamar,5,2,LinearSVR,6,2.1313385535086353,0
araras,5,2,LinearSVR,6,9.329130161655078,0
alvorada,5,2,LinearSVR,6,0.372919798772017,0
paco-do-lumiar,5,2,LinearSVR,6,1.1473334758092428,0
paranagua,5,2,LinearSVR,6,27.360391879398204,0
santa-rita,5,2,LinearSVR,6,5.275123196314312,0
bacabal,5,2,LinearSVR,6,0.3006938115520631,0
sumare,5,2,LinearSVR,6,27.059286068724294,0
sobral,5,2,LinearSVR,6,1.0826252716816782,0
itabira,5,2,LinearSVR,6,7.47362163443588,0
gravatai,5,2,LinearSVR,6,0.30462834194699345,0
ribeirao-pires,5,2,LinearSVR,6,0.8779570820036284,0
itu,5,2,LinearSVR,6,2.259302950774459,0
igarassu,5,2,LinearSVR,6,10.75536485653518,0
chapeco,5,2,LinearSVR,6,1.639973094012256,0
natal,5,2,LinearSVR,6,49.03250792697287,0
garanhuns,5,2,LinearSVR,6,7.839384422407171,0
embu-das-artes,5,2,LinearSVR,6,1.8691792604834818,0
eunapolis,5,2,LinearSVR,6,8.394553866540821,0
cachoeirinha,5,2,LinearSVR,6,0.38134888734540673,0
campinas,5,2,LinearSVR,6,226.72995885860115,0
paulinia,5,2,LinearSVR,6,11.101453770633274,0
itabuna,5,2,LinearSVR,6,3.7202841665251953,0
valinhos,5,2,LinearSVR,6,6.032376444622594,0
governador-valadares,5,2,LinearSVR,6,10.965501645442508,0
arapiraca,5,2,LinearSVR,6,27.624309127362608,0
nova-friburgo,5,2,LinearSVR,6,0.5644692337394761,0
senador-canedo,5,2,LinearSVR,6,11.6423547856841,0
varginha,5,2,LinearSVR,6,2.079456674183305,0
viamao,5,2,LinearSVR,6,1.1097380569479856,0
jatai,5,2,LinearSVR,6,30.968820098332184,0
vitoria-de-santo-antao,5,2,LinearSVR,6,1.4692008875332996,0
lages,5,2,LinearSVR,6,0.25004554878198587,0
aparecida-de-goiania,5,2,LinearSVR,6,112.12731529417202,0
guarapuava,5,2,LinearSVR,6,0.26137231697599195,0
varzea-paulista,5,2,LinearSVR,6,8.3562356931232,0
barra-do-pirai,5,2,LinearSVR,6,7.7883447285500935,0
cabo-de-santo-agostinho,5,2,LinearSVR,6,15.858620689141325,0
barbacena,5,2,LinearSVR,6,1.3843076843123272,0
cachoeiro-de-itapemirim,5,2,LinearSVR,6,72.8581231486696,0
hortolandia,5,2,LinearSVR,6,15.980405511294427,0
curitiba,5,2,LinearSVR,6,3.7046194437294786,0
breves,5,2,LinearSVR,6,0.2853832213115662,0
ji-parana,5,2,LinearSVR,6,0.5532972717588489,0
mossoro,5,2,LinearSVR,6,18.230224656335047,0
petropolis,5,2,LinearSVR,6,1.1325856733876636,0
braganca-paulista,5,2,LinearSVR,6,2.455287772007407,0
caucaia,5,2,LinearSVR,6,3.4911554422667166,0
caraguatatuba,5,2,LinearSVR,6,32.971014668999594,0
ilheus,5,2,LinearSVR,6,4.218476059167949,0
indaiatuba,5,2,LinearSVR,6,4.59038326334007,0
araxa,5,2,LinearSVR,6,11.218880252461522,0
taboao-da-serra,5,2,LinearSVR,6,1.487383910640105,0
trindade,5,2,LinearSVR,6,5.8468925319508065,0
lavras,5,2,LinearSVR,6,3.495177407551391,0
caxias,5,2,LinearSVR,6,2.695290044827102,0
ribeirao-preto,5,2,LinearSVR,6,170.13909524956009,0
maranguape,5,2,LinearSVR,6,1.8376030348351313,0
pelotas,5,2,LinearSVR,6,0.17664426475223968,0
assis,5,2,LinearSVR,6,24.308773809042016,0
goiania,5,2,LinearSVR,6,152.1422190473474,0
muriae,5,2,LinearSVR,6,18.209316891662557,0
uba,5,2,LinearSVR,6,13.137209190200277,0
conselheiro-lafaiete,5,2,LinearSVR,6,2.3529630804553663,0
sao-paulo,5,2,LinearSVR,6,133.3199679826717,0
bento-goncalves,5,2,LinearSVR,6,0.21682067616696427,0
campo-largo,5,2,LinearSVR,6,0.3059323167311734,0
caieiras,5,2,LinearSVR,6,1.1652935141291527,0
erechim,5,2,LinearSVR,6,0.3266215395937471,0
teresopolis,5,2,LinearSVR,6,0.5852222871752626,0
