cidades,n_cluster,cluster_idx,model_name,window_size,rmse,time
almirante-tamandare,9,5,LinearSVR,6,0.4388702438835471,0
novo-hamburgo,9,5,LinearSVR,6,0.49459778149370875,0
piraquara,9,5,LinearSVR,6,0.31986550568890826,0
guarapuava,9,5,LinearSVR,6,0.19811602631749547,0
pelotas,9,5,LinearSVR,6,0.11149659788831325,0
codo,9,5,LinearSVR,6,0.2888940795817206,0
sao-jose,9,5,LinearSVR,6,0.7137589528084248,0
jaragua-do-sul,9,5,LinearSVR,6,0.6420155350999643,0
rio-grande,9,5,LinearSVR,6,0.22421193110131904,0
erechim,9,5,LinearSVR,6,0.26187339792624853,0
passo-fundo,9,5,LinearSVR,6,0.40362400744872823,0
palhoca,9,5,LinearSVR,6,0.4123669185697475,0
fazenda-rio-grande,9,5,LinearSVR,6,0.252078973532064,0
tubarao,9,5,LinearSVR,6,0.2088246106074643,0
sao-leopoldo,9,5,LinearSVR,6,0.2363973327304143,0
araucaria,9,5,LinearSVR,6,0.3087263627769835,0
bento-goncalves,9,5,LinearSVR,6,0.14800683546996704,0
uruguaiana,9,5,LinearSVR,6,0.02615336002814395,0
bage,9,5,LinearSVR,6,0.1092499719013136,0
pinhais,9,5,LinearSVR,6,0.4984582968317675,0
blumenau,9,5,LinearSVR,6,0.8593723640386346,0
caxias-do-sul,9,5,LinearSVR,6,0.5195726534205549,0
sapucaia-do-sul,9,5,LinearSVR,6,0.5399728789726123,0
lages,9,5,LinearSVR,6,0.17987818065480596,0
criciuma,9,5,LinearSVR,6,0.2375833619151638,0
campo-largo,9,5,LinearSVR,6,0.2678036858731849,0
cachoeirinha,9,5,LinearSVR,6,0.31559147762082657,0
colombo,9,5,LinearSVR,6,0.506564610579843,0
