cidades,n_cluster,cluster_idx,model_name,window_size,rmse,time
salvador,6,4,LinearSVR,6,31.48714292358621,0
lauro-de-freitas,6,4,LinearSVR,6,4.0194507885352815,0
sao-goncalo-do-amarante,6,4,LinearSVR,6,4.733235234689946,0
guarapari,6,4,LinearSVR,6,28.630639098170743,0
serra,6,4,LinearSVR,6,204.53438385443644,0
juazeiro,6,4,LinearSVR,6,6.844479611086714,0
barra-mansa,6,4,LinearSVR,6,1.4334937750066292,0
sao-mateus,6,4,LinearSVR,6,29.07243371381264,0
divinopolis,6,4,LinearSVR,6,89.193935009781,0
cariacica,6,4,LinearSVR,6,24.745008518609367,0
goiania,6,4,LinearSVR,6,309.4639168689787,0
maceio,6,4,LinearSVR,6,54.67491974201569,0
itaborai,6,4,LinearSVR,6,1.4859855233347947,0
aracaju,6,4,LinearSVR,6,30.01566049460524,0
palmas,6,4,LinearSVR,6,84.26232884394688,0
paulista,6,4,LinearSVR,6,10.129944807805844,0
parnaiba,6,4,LinearSVR,6,2.4835459288657136,0
aparecida-de-goiania,6,4,LinearSVR,6,220.05215130232955,0
jaboatao-dos-guararapes,6,4,LinearSVR,6,9.451369356607508,0
juiz-de-fora,6,4,LinearSVR,6,154.10525408643088,0
barra-do-pirai,6,4,LinearSVR,6,14.995407275116941,0
teresina,6,4,LinearSVR,6,67.82337038392384,0
itaguai,6,4,LinearSVR,6,1.1435822297300833,0
araguaina,6,4,LinearSVR,6,28.045192291771304,0
vila-velha,6,4,LinearSVR,6,77.10235039518096,0
volta-redonda,6,4,LinearSVR,6,36.314116137525986,0
alagoinhas,6,4,LinearSVR,6,1.8401178323411806,0
parnamirim,6,4,LinearSVR,6,18.85022722696116,0
parauapebas,6,4,LinearSVR,6,3.669366855925145,0
arapiraca,6,4,LinearSVR,6,43.10755588300067,0
barretos,6,4,LinearSVR,6,84.09674416586107,0
rio-de-janeiro,6,4,LinearSVR,6,239.43711724376064,0
timon,6,4,LinearSVR,6,0.7322664771938435,0
piracicaba,6,4,LinearSVR,6,83.69128563183699,0
