cidades,n_cluster,cluster_idx,model_name,window_size,rmse,time
manaus,6,5,RandomForestRegressor,6,6.504995338773525,0
nilopolis,6,5,RandomForestRegressor,6,0.6908337078322161,0
rio-branco,6,5,RandomForestRegressor,6,18.90007651203125,0
nova-iguacu,6,5,RandomForestRegressor,6,0.7562371345542505,0
sao-felix-do-xingu,6,5,RandomForestRegressor,6,2.8945443325974365,0
abaetetuba,6,5,RandomForestRegressor,6,0.7723714573778058,0
imperatriz,6,5,RandomForestRegressor,6,1.6573591513597428,0
maraba,6,5,RandomForestRegressor,6,0.9101986387510411,0
marituba,6,5,RandomForestRegressor,6,0.7582498553971869,0
barreiras,6,5,RandomForestRegressor,6,18.53752306562805,0
patos,6,5,RandomForestRegressor,6,0.7622918545237553,0
belem,6,5,RandomForestRegressor,6,2.8526432768199257,0
acailandia,6,5,RandomForestRegressor,6,0.7220567180573092,0
ananindeua,6,5,RandomForestRegressor,6,0.732277299101004,0
colatina,6,5,RandomForestRegressor,6,11.486702280509705,0
macapa,6,5,RandomForestRegressor,6,2.1470860114352806,0
duque-de-caxias,6,5,RandomForestRegressor,6,9.520158978378351,0
mesquita,6,5,RandomForestRegressor,6,0.6983291571428993,0
mage,6,5,RandomForestRegressor,6,1.2766335685380146,0
barcarena,6,5,RandomForestRegressor,6,0.7284733455564829,0
sao-joao-de-meriti,6,5,RandomForestRegressor,6,4.143491817852171,0
santana,6,5,RandomForestRegressor,6,0.7193778299711062,0
marica,6,5,RandomForestRegressor,6,1.8299271665630017,0
tucurui,6,5,RandomForestRegressor,6,0.7633086130911528,0
tailandia,6,5,RandomForestRegressor,6,0.7513321206126846,0
belford-roxo,6,5,RandomForestRegressor,6,1.573493744739985,0
cameta,6,5,RandomForestRegressor,6,0.7780877488981245,0
maracanau,6,5,RandomForestRegressor,6,1.4477046776737692,0
altamira,6,5,RandomForestRegressor,6,4.086427848218342,0
itacoatiara,6,5,RandomForestRegressor,6,0.7073482385082156,0
braganca,6,5,RandomForestRegressor,6,0.8181519801219949,0
santarem,6,5,RandomForestRegressor,6,1.087767654081823,0
queimados,6,5,RandomForestRegressor,6,0.8213708154256049,0
japeri,6,5,RandomForestRegressor,6,0.9036386055997868,0
itaituba,6,5,RandomForestRegressor,6,1.5349889847320901,0
itapipoca,6,5,RandomForestRegressor,6,0.711980394412555,0
paragominas,6,5,RandomForestRegressor,6,1.8852143142465156,0
porto-seguro,6,5,RandomForestRegressor,6,2.333909214301257,0
castanhal,6,5,RandomForestRegressor,6,0.7577542972872294,0
