cidades,n_cluster,cluster_idx,model_name,window_size,rmse,time
sao-mateus,10,7,RandomForestRegressor,6,14.264862347017399,0
paulista,10,7,RandomForestRegressor,6,7.2247516559376335,0
franca,10,7,RandomForestRegressor,6,38.129458715483295,0
joao-pessoa,10,7,RandomForestRegressor,6,51.97728624407451,0
caucaia,10,7,RandomForestRegressor,6,3.6769567487780974,0
aracaju,10,7,RandomForestRegressor,6,15.128511737289118,0
vila-velha,10,7,RandomForestRegressor,6,32.32117451001868,0
palmas,10,7,RandomForestRegressor,6,31.852291476292468,0
serra,10,7,RandomForestRegressor,6,159.40896361141924,0
salvador,10,7,RandomForestRegressor,6,13.886041427438728,0
parnamirim,10,7,RandomForestRegressor,6,14.751853113560163,0
paco-do-lumiar,10,7,RandomForestRegressor,6,1.4869761794947012,0
boa-vista,10,7,RandomForestRegressor,6,11.470596969543209,0
natal,10,7,RandomForestRegressor,6,42.643705119195985,0
sao-goncalo-do-amarante,10,7,RandomForestRegressor,6,3.727533454650424,0
sao-luis,10,7,RandomForestRegressor,6,10.215136668202273,0
francisco-morato,10,7,RandomForestRegressor,6,19.936766375377484,0
