cidades,n_cluster,cluster_idx,model_name,window_size,rmse,time
sao-felix-do-xingu,10,3,RandomForestRegressor,6,2.931854945868288,0
porto-seguro,10,3,RandomForestRegressor,6,2.3620654614296117,0
santana,10,3,RandomForestRegressor,6,0.7076095634738439,0
duque-de-caxias,10,3,RandomForestRegressor,6,9.45366150940414,0
nilopolis,10,3,RandomForestRegressor,6,0.67448788740185,0
santarem,10,3,RandomForestRegressor,6,1.0863023276115464,0
patos,10,3,RandomForestRegressor,6,0.7534121773444461,0
queimados,10,3,RandomForestRegressor,6,0.8138428454805573,0
tucurui,10,3,RandomForestRegressor,6,0.741686190530352,0
sao-joao-de-meriti,10,3,RandomForestRegressor,6,4.244743284692589,0
acailandia,10,3,RandomForestRegressor,6,0.6975169579676789,0
altamira,10,3,RandomForestRegressor,6,3.9964136026148522,0
barreiras,10,3,RandomForestRegressor,6,18.0081655318178,0
itaituba,10,3,RandomForestRegressor,6,1.5386581368691243,0
marica,10,3,RandomForestRegressor,6,1.8178581417735749,0
alagoinhas,10,3,RandomForestRegressor,6,1.4153755477705,0
nova-iguacu,10,3,RandomForestRegressor,6,0.7364581275424018,0
colatina,10,3,RandomForestRegressor,6,11.02930550773092,0
mage,10,3,RandomForestRegressor,6,1.266071818289352,0
macapa,10,3,RandomForestRegressor,6,2.199109209555321,0
mesquita,10,3,RandomForestRegressor,6,0.6756628923245896,0
japeri,10,3,RandomForestRegressor,6,0.8811753157552897,0
imperatriz,10,3,RandomForestRegressor,6,1.6618139469659472,0
maraba,10,3,RandomForestRegressor,6,0.9007419281175796,0
manaus,10,3,RandomForestRegressor,6,6.345869099059634,0
itacoatiara,10,3,RandomForestRegressor,6,0.6893247864113906,0
paragominas,10,3,RandomForestRegressor,6,1.8783788782106086,0
abaetetuba,10,3,RandomForestRegressor,6,0.7576636055051235,0
itapipoca,10,3,RandomForestRegressor,6,0.6922536622140661,0
rio-branco,10,3,RandomForestRegressor,6,20.248210022475376,0
