cidades,n_cluster,cluster_idx,model_name,window_size,rmse,time
campina-grande,9,6,RandomForestRegressor,6,2.5828944122368322,1
cachoeiro-de-itapemirim,9,6,RandomForestRegressor,6,62.6089605202944,1
porto-alegre,9,6,RandomForestRegressor,6,7.292573331063291,1
canoas,9,6,RandomForestRegressor,6,3.543759216739426,1
americana,9,6,RandomForestRegressor,6,59.7181406214557,1
francisco-morato,9,6,RandomForestRegressor,6,23.23099565555177,1
juiz-de-fora,9,6,RandomForestRegressor,6,83.37059728245876,1
ribeirao-pires,9,6,RandomForestRegressor,6,0.9784977819286924,1
ribeirao-preto,9,6,RandomForestRegressor,6,175.15042007517945,1
birigui,9,6,RandomForestRegressor,6,41.8566983470979,1
sao-jose-do-rio-preto,9,6,RandomForestRegressor,6,543.2924687813331,1
vitoria-de-santo-antao,9,6,RandomForestRegressor,6,1.6716919179311915,1
sao-paulo,9,6,RandomForestRegressor,6,174.3852438184973,1
guarapari,9,6,RandomForestRegressor,6,20.70882768217352,1
paulo-afonso,9,6,RandomForestRegressor,6,2.776216768077489,1
uba,9,6,RandomForestRegressor,6,11.955411642348913,1
caruaru,9,6,RandomForestRegressor,6,1.8290977793877725,1
araxa,9,6,RandomForestRegressor,6,9.848905553675845,1
caxias,9,6,RandomForestRegressor,6,2.985866203957449,1
campinas,9,6,RandomForestRegressor,6,482.0660193805742,1
sao-carlos,9,6,RandomForestRegressor,6,44.42888196779344,1
dourados,9,6,RandomForestRegressor,6,38.671009359741674,1
anapolis,9,6,RandomForestRegressor,6,50.29475645639331,1
cabo-de-santo-agostinho,9,6,RandomForestRegressor,6,11.625472002532403,1
assis,9,6,RandomForestRegressor,6,24.48517363306605,1
santa-rita,9,6,RandomForestRegressor,6,4.61500398414127,1
itabira,9,6,RandomForestRegressor,6,7.645199879978713,1
belo-horizonte,9,6,RandomForestRegressor,6,2075.9148066024118,1
muriae,9,6,RandomForestRegressor,6,21.497843176820812,1
barra-do-pirai,9,6,RandomForestRegressor,6,9.663641328489394,1
santa-luzia,9,6,RandomForestRegressor,6,67.74395393006299,1
varzea-paulista,9,6,RandomForestRegressor,6,9.213226234707864,1
paulinia,9,6,RandomForestRegressor,6,10.665824786463459,1
igarassu,9,6,RandomForestRegressor,6,10.755484922704676,1
suzano,9,6,RandomForestRegressor,6,4.7234161173223095,1
maua,9,6,RandomForestRegressor,6,6.328926136513524,1
sao-jose-dos-pinhais,9,6,RandomForestRegressor,6,1.1939807238571156,1
presidente-prudente,9,6,RandomForestRegressor,6,92.14244877113005,1
valinhos,9,6,RandomForestRegressor,6,6.392768007609913,1
campo-grande,9,6,RandomForestRegressor,6,500.922514088842,1
mossoro,9,6,RandomForestRegressor,6,17.825929432509277,1
curitiba,9,6,RandomForestRegressor,6,3.6002421331493513,1
sobral,9,6,RandomForestRegressor,6,1.1352468718805073,1
poa,9,6,RandomForestRegressor,6,3.1189658194618315,1
caraguatatuba,9,6,RandomForestRegressor,6,30.817107260164057,1
sertaozinho,9,6,RandomForestRegressor,6,28.77341980295343,1
contagem,9,6,RandomForestRegressor,6,470.7998471912768,1
santa-barbara-doeste,9,6,RandomForestRegressor,6,28.212996323884564,1
jundiai,9,6,RandomForestRegressor,6,21.28050930514457,1
carapicuiba,9,6,RandomForestRegressor,6,28.121929291643106,1
sao-lourenco-da-mata,9,6,RandomForestRegressor,6,5.244406120874945,1
sao-jose-de-ribamar,9,6,RandomForestRegressor,6,2.1078367463711927,1
ibirite,9,6,RandomForestRegressor,6,88.68423855103102,1
itatiba,9,6,RandomForestRegressor,6,2.558167979475027,1
araras,9,6,RandomForestRegressor,6,8.671662368933413,1
