cidades,n_cluster,cluster_idx,model_name,window_size,rmse,time
ananindeua,9,3,RandomForestRegressor,6,0.7433434219509398,0
maraba,9,3,RandomForestRegressor,6,0.9131928059816053,0
maracanau,9,3,RandomForestRegressor,6,1.4539693370653386,0
porto-seguro,9,3,RandomForestRegressor,6,2.286469742237427,0
duque-de-caxias,9,3,RandomForestRegressor,6,9.333055966677463,0
nilopolis,9,3,RandomForestRegressor,6,0.6960988099810852,0
belford-roxo,9,3,RandomForestRegressor,6,1.632216326159318,0
itapipoca,9,3,RandomForestRegressor,6,0.7177218723229114,0
abaetetuba,9,3,RandomForestRegressor,6,0.7772080737961795,0
itaborai,9,3,RandomForestRegressor,6,1.1521553564518376,0
cameta,9,3,RandomForestRegressor,6,0.782446138127157,0
itaituba,9,3,RandomForestRegressor,6,1.5268948045656356,0
sao-felix-do-xingu,9,3,RandomForestRegressor,6,2.9277617495582087,0
paragominas,9,3,RandomForestRegressor,6,1.858925473530727,0
tailandia,9,3,RandomForestRegressor,6,0.7563217786037264,0
queimados,9,3,RandomForestRegressor,6,0.8216658944312905,0
itaguai,9,3,RandomForestRegressor,6,0.9890365551112702,0
castanhal,9,3,RandomForestRegressor,6,0.7601730388044252,0
marica,9,3,RandomForestRegressor,6,1.8155138649611051,0
marituba,9,3,RandomForestRegressor,6,0.7631564786391918,0
patos,9,3,RandomForestRegressor,6,0.7706170676301886,0
manaus,9,3,RandomForestRegressor,6,6.272845998050445,0
imperatriz,9,3,RandomForestRegressor,6,1.675000666843393,0
rio-de-janeiro,9,3,RandomForestRegressor,6,289.6136442922409,0
belem,9,3,RandomForestRegressor,6,2.826803633455737,0
acailandia,9,3,RandomForestRegressor,6,0.7298048768384365,0
barcarena,9,3,RandomForestRegressor,6,0.7353680106109746,0
santarem,9,3,RandomForestRegressor,6,1.0992645043827687,0
itacoatiara,9,3,RandomForestRegressor,6,0.715117777445308,0
alagoinhas,9,3,RandomForestRegressor,6,1.4199261186203813,0
mage,9,3,RandomForestRegressor,6,1.2674921302023707,0
macapa,9,3,RandomForestRegressor,6,2.190293636462838,0
barreiras,9,3,RandomForestRegressor,6,18.833162348122258,0
tucurui,9,3,RandomForestRegressor,6,0.7662102791744207,0
altamira,9,3,RandomForestRegressor,6,4.210660766274613,0
braganca,9,3,RandomForestRegressor,6,0.8150032838815462,0
parnaiba,9,3,RandomForestRegressor,6,1.7386217347954322,0
nova-iguacu,9,3,RandomForestRegressor,6,0.7615729314480795,0
santana,9,3,RandomForestRegressor,6,0.7253883538689438,0
japeri,9,3,RandomForestRegressor,6,0.9084735070994412,0
colatina,9,3,RandomForestRegressor,6,11.343978302985409,0
sao-joao-de-meriti,9,3,RandomForestRegressor,6,4.416069253459915,0
rio-branco,9,3,RandomForestRegressor,6,18.673171339221952,0
mesquita,9,3,RandomForestRegressor,6,0.7055125982707072,0
