cod_munic;cod_regsaude
310910;31007
310970;31007
311050;31007
311060;31007
311360;31007
311780;31007
311790;31007
311990;31007
312440;31007
312450;31007
312510;31007
312920;31007
313060;31007
313150;31007
313360;31007
313490;31007
314340;31007
314380;31007
314440;31007
314600;31007
315250;31007
315960;31007
316230;31007
316440;31007
316557;31007
316580;31007
316740;31007
316905;31007
316910;31007
316980;31007
310120;31008
310130;31008
310490;31008
311410;31008
311480;31008
311550;31008
311770;31008
312050;31008
312080;31008
312280;31008
313300;31008
313310;31008
313590;31008
313780;31008
314190;31008
314550;31008
314760;31008
315260;31008
316370;31008
316490;31008
316640;31008
316700;31008
316780;31008
317170;31008
313290;31009
313480;31009
314320;31009
315290;31009
316470;31009
316510;31009
311070;31010
311090;31010
311390;31010
316080;31010
316520;31010
316930;31010
310710;31011
311870;31011
313050;31011
315830;31011
316940;31011
311900;31012
312360;31012
314260;31012
316200;31012
317070;31012
310163;31013
310210;31013
310290;31013
310560;31013
311220;31013
311320;31013
311630;31013
312150;31013
312940;31013
314660;31013
315440;31013
315730;31013
315870;31013
315940;31013
316620;31013
310590;31015
310800;31015
311520;31015
311970;31015
312300;31015
313000;31015
313740;31015
313910;31015
314450;31015
315030;31015
315270;31015
315420;31015
315610;31015
315733;31015
316250;31015
316500;31015
316530;31015
316880;31015
310620;31016
310640;31016
311000;31016
313460;31016
313660;31016
314230;31016
314480;31016
315390;31016
315460;31016
315480;31016
315670;31016
315780;31016
316830;31016
310670;31017
310810;31017
310900;31017
312060;31017
312410;31017
312600;31017
313010;31017
313665;31017
314015;31017
314070;31017
315040;31017
315530;31017
316292;31017
311860;31018
312980;31018
316553;31018
310480;31019
310920;31019
311910;31019
312090;31019
312570;31019
313110;31019
314250;31019
314360;31019
315320;31019
316060;31019
316935;31019
311380;31020
312260;31020
312310;31020
312800;31020
314060;31020
315600;31020
315680;31020
316610;31020
317180;31020
310540;31021
310770;31021
311535;31021
312590;31021
313170;31021
313280;31021
314370;31021
314750;31021
315720;31021
315800;31021
316050;31021
316190;31021
316480;31021
313190;31022
314000;31022
314610;31022
310600;31023
313620;31023
314470;31023
315570;31023
316100;31023
310020;31024
310320;31024
310500;31024
310700;31024
310960;31024
310990;31024
311250;31024
311560;31024
311890;31024
312640;31024
312720;31024
313100;31024
313570;31024
313970;31024
314350;31024
314640;31024
314690;31024
314740;31024
314960;31024
315200;31024
315360;31024
315370;31024
315850;31024
316720;31024
311787;31025
313760;31025
314110;31025
314930;31025
315900;31025
316295;31025
317120;31025
311350;31026
311680;31026
311810;31026
312010;31026
312100;31026
312160;31026
312540;31026
312550;31026
312760;31026
313250;31026
315330;31026
316590;31026
310445;31027
311230;31027
311610;31027
313652;31027
313835;31027
314180;31027
316970;31027
317107;31027
310740;31028
312320;31028
312470;31028
313880;31028
314050;31028
314240;31028
316660;31028
310510;31030
311980;31030
311995;31030
312610;31030
313030;31030
314130;31030
314650;31030
316820;31030
313220;31031
313370;31031
313380;31031
315060;31031
311760;31032
313020;31032
313830;31032
314520;31032
314580;31032
314710;31032
315140;31032
316310;31032
310780;31034
311340;31034
312385;31034
313055;31034
313090;31034
315015;31034
315725;31034
315935;31034
316095;31034
316447;31034
317005;31034
317057;31034
317115;31034
310300;31035
311940;31035
312000;31035
312180;31035
313500;31035
314030;31035
315053;31035
316870;31035
310180;31036
311265;31036
311920;31036
312220;31036
312370;31036
312580;31036
312690;31036
312730;31036
312750;31036
312770;31036
313320;31036
313507;31036
314010;31036
314420;31036
315750;31036
316160;31036
316165;31036
316300;31036
316550;31036
316770;31036
316840;31036
316950;31036
317150;31036
317190;31036
310050;31037
310630;31037
310880;31037
310925;31037
312250;31037
312930;31037
313115;31037
313130;31037
313610;31037
314170;31037
314435;31037
314995;31037
315895;31037
316260;31037
311570;31038
312210;31038
313180;31038
313960;31038
314150;31038
314467;31038
316105;31038
316257;31038
310110;31040
310220;31040
311840;31040
312083;31040
312737;31040
313410;31040
315430;31040
315950;31040
310150;31041
312460;31041
315110;31041
316000;31041
317210;31041
311010;31042
311210;31042
311330;31042
312200;31042
312420;31042
312530;31042
312595;31042
314587;31042
314875;31042
314900;31042
316920;31042
310440;31044
310460;31044
311530;31044
312290;31044
313260;31044
313800;31044
313840;31044
314670;31044
315410;31044
315840;31044
310310;31045
310550;31045
312490;31045
314210;31045
314220;31045
314390;31045
314820;31045
315645;31045
316140;31045
316443;31045
317140;31045
310330;31046
314570;31046
316070;31046
310690;31047
312130;31047
312850;31047
313980;31047
314020;31047
314950;31047
315620;31047
316290;31047
316560;31047
311670;31048
310870;31048
312190;31048
312330;31048
312400;31048
312840;31048
312880;31048
312900;31048
314160;31048
315130;31048
315310;31048
315580;31048
315630;31048
316150;31048
316570;31048
316730;31048
316790;31048
316900;31048
316990;31048
317200;31048
310860;31049
311115;31049
312965;31049
313005;31049
313535;31049
313865;31049
313868;31049
314795;31049
315057;31049
316110;31049
316240;31049
316420;31049
317000;31049
317052;31049
317090;31049
311880;31050
313560;31050
313730;31050
316225;31050
316265;31050
310850;31051
311270;31051
312030;31051
312670;31051
312780;31051
313657;31051
311547;31052
312430;31052
312733;31052
313505;31052
313510;31052
313925;31052
314085;31052
314100;31052
314290;31052
314505;31052
314655;31052
315220;31052
315450;31052
316695;31052
317103;31052
310825;31053
311783;31053
313210;31053
313520;31053
314915;31053
310940;31055
312960;31055
313810;31055
315120;31055
315213;31055
315760;31055
317080;31055
312070;31057
312860;31057
312890;31057
313710;31057
313750;31057
314800;31057
315340;31057
316170;31057
316680;31057
317075;31057
317100;31057
310450;31058
310820;31058
310930;31058
310945;31058
311615;31058
312247;31058
312620;31058
314437;31058
314700;31058
315445;31058
317040;31058
317047;31058
310030;31059
310205;31059
311290;31059
311600;31059
311740;31059
312352;31059
313120;31059
313770;31059
313867;31059
313940;31059
313950;31059
314053;31059
314090;31059
314400;31059
315190;31059
315350;31059
315415;31059
315790;31059
315890;31059
316255;31059
316360;31059
316760;31059
316805;31059
310040;31060
310230;31060
310250;31060
310570;31060
312170;31060
312270;31060
312820;31060
313550;31060
314585;31060
315020;31060
315210;31060
315400;31060
315490;31060
315500;31060
315740;31060
316010;31060
316340;31060
316400;31060
316556;31060
316630;31060
317050;31060
310370;31061
311020;31061
311170;31061
314830;31061
314880;31061
315230;31061
316380;31061
316850;31061
317130;31061
310090;31062
310660;31062
312015;31062
312705;31062
313890;31062
314850;31062
315765;31062
317030;31062
310340;31064
310650;31064
311950;31064
312650;31064
313545;31064
317160;31064
311700;31065
313330;31065
313400;31065
314140;31065
314315;31065
315217;31065
311370;31066
314430;31066
316670;31066
311300;31067
311545;31067
313230;31067
314630;31067
310100;31068
310270;31068
312235;31068
312245;31068
314870;31068
310400;31070
311150;31070
312950;31070
314920;31070
314980;31070
315300;31070
315770;31070
316810;31070
311455;31071
311690;31071
312700;31071
312710;31071
313340;31071
313440;31071
313862;31071
315070;31071
315160;31071
316130;31071
317043;31071
310070;31072
311140;31072
311730;31072
311820;31072
315690;31072
317010;31072
317110;31072
310980;31073
311110;31073
311180;31073
311260;31073
311580;31073
312910;31073
313140;31073
313420;31073
315980;31073
310010;31074
311930;31074
312350;31074
312480;31074
312790;31074
313160;31074
314310;31074
314810;31074
315640;31074
310350;31075
310375;31075
311500;31075
313070;31075
314280;31075
314500;31075
315280;31075
316960;31075
317020;31075
313695;31076
313930;31076
314225;31076
314270;31076
316245;31076
310855;31077
313630;31077
313753;31077
311800;31078
312140;31078
312390;31078
313540;31078
314590;31078
316090;31078
311310;31079
311490;31079
311540;31079
311830;31079
312040;31079
313390;31079
313790;31079
315080;31079
315380;31079
315520;31079
315910;31079
316600;31079
311205;31080
312695;31080
314840;31080
314860;31080
316280;31080
316350;31080
316410;31080
310060;31081
313655;31081
315820;31081
316450;31081
310380;31082
311430;31082
314120;31082
315550;31082
315970;31082
316210;31082
316890;31082
310730;31083
312380;31083
312660;31083
312825;31083
313640;31083
314545;31083
311650;31084
312735;31084
313200;31084
313680;31084
314200;31084
314330;31084
310665;31085
312087;31085
313065;31085
314345;31085
314465;31085
315560;31085
316045;31085
316270;31085
316800;31085
317065;31085
310390;31086
311420;31086
311660;31086
312230;31086
313350;31086
314970;31086
316180;31086
316460;31086
310420;31087
313530;31087
313720;31087
314890;31087
316040;31087
311400;31088
311450;31088
314560;31088
314770;31088
315990;31088
316120;31088
310080;31089
311040;31089
311120;31089
311190;31089
311200;31089
312020;31089
315880;31089
310280;31090
310360;31090
310680;31090
310720;31090
310750;31090
313850;31090
313860;31090
314540;31090
314780;31090
314940;31090
315590;31090
315727;31090
315930;31090
311240;31091
311510;31091
311640;31091
312120;31091
312970;31091
310190;31092
310760;31092
311440;31092
312630;31092
313375;31092
314510;31092
314790;31092
316220;31092
316294;31092
311280;31093
312340;31093
312810;31093
315050;31093
315150;31093
316430;31093
317060;31093
310170;31094
310520;31094
312560;31094
313470;31094
313580;31094
313600;31094
313650;31094
314055;31094
314675;31094
315510;31094
315660;31094
315710;31094
315810;31094
316030;31094
310240;31095
311750;31095
316020;31095
316650;31095
316710;31095
311080;31096
312680;31096
313270;31096
314490;31096
315000;31096
316330;31096
310610;31097
311590;31097
311620;31097
311960;31097
312500;31097
312738;31097
313670;31097
314080;31097
315010;31097
315540;31097
315860;31097
316750;31097
312707;31098
314537;31098
314625;31098
315650;31098
315700;31098
315737;31098
310285;31099
310470;31099
312675;31099
313700;31099
313920;31099
314530;31099
314535;31099
314620;31099
315240;31099
316555;31099
316860;31099
320010;32002
320060;32002
320115;32002
320130;32002
320170;32002
320190;32002
320220;32002
320240;32002
320245;32002
320250;32002
320270;32002
320290;32002
320313;32002
320316;32002
320334;32002
320450;32002
320455;32002
320460;32002
320500;32002
320506;32002
320510;32002
320520;32002
320530;32002
320260;32004
320020;32004
320030;32004
320040;32004
320050;32004
320070;32004
320110;32004
320120;32004
320140;32004
320180;32004
320200;32004
320230;32004
320255;32004
320265;32004
320280;32004
320300;32004
320310;32004
320332;32004
320340;32004
320370;32004
320380;32004
320420;32004
320430;32004
320440;32004
320480;32004
320503;32004
320405;32005
320013;32005
320016;32005
320035;32005
320080;32005
320090;32005
320100;32005
320150;32005
320160;32005
320210;32005
320225;32005
320305;32005
320320;32005
320330;32005
320335;32005
320350;32005
320360;32005
320390;32005
320400;32005
320410;32005
320425;32005
320435;32005
320465;32005
320470;32005
320490;32005
320495;32005
320501;32005
320515;32005
320517;32005
330010;33001
330260;33001
330380;33001
330020;33002
330023;33002
330025;33002
330070;33002
330130;33002
330187;33002
330452;33002
330520;33002
330550;33002
330022;33003
330095;33003
352400;35073
330180;33003
330280;33003
330290;33003
330360;33003
330370;33003
330385;33003
330540;33003
330600;33003
330620;33003
330030;33004
330040;33004
330225;33004
330395;33004
330400;33004
330411;33004
330412;33004
330420;33004
330440;33004
330450;33004
330610;33004
330630;33004
330045;33005
330170;33005
330200;33005
330227;33005
330250;33005
330285;33005
330320;33005
330350;33005
330414;33005
330455;33005
330510;33005
330555;33005
330190;33006
330270;33006
330330;33006
330430;33006
330490;33006
330560;33006
330575;33006
330015;33007
330060;33007
330090;33007
330115;33007
330205;33007
330210;33007
330220;33007
330230;33007
330300;33007
330310;33007
330410;33007
330470;33007
330513;33007
330615;33007
330093;33008
330100;33008
330140;33008
330240;33008
330415;33008
330475;33008
330480;33008
330500;33008
330050;33009
330080;33009
330110;33009
330120;33009
330150;33009
330160;33009
330185;33009
330245;33009
330340;33009
330390;33009
330460;33009
330515;33009
330530;33009
330570;33009
330580;33009
330590;33009
350390;35011
350660;35011
351570;35011
351830;35011
351880;35011
352310;35011
353060;35011
353980;35011
354500;35011
354680;35011
355250;35011
350900;35012
350920;35012
351630;35012
351640;35012
352850;35012
351300;35013
351500;35013
351510;35013
352220;35013
352620;35013
354995;35013
355280;35013
355645;35013
350570;35014
351060;35014
352250;35014
352500;35014
353440;35014
353910;35014
354730;35014
351380;35015
352940;35015
354330;35015
354410;35015
354780;35015
354870;35015
354880;35015
355030;35016
350280;35021
350420;35021
350620;35021
350640;35021
351820;35021
351890;35021
353286;35021
353330;35021
354440;35021
354805;35021
355630;35021
350210;35022
351100;35022
351780;35022
352044;35022
352300;35022
352650;35022
353010;35022
353210;35022
353320;35022
353740;35022
355230;35022
355255;35022
350110;35023
350440;35023
350510;35023
350650;35023
350770;35023
350775;35023
350810;35023
351190;35023
351250;35023
351650;35023
351710;35023
352725;35023
352770;35023
353730;35023
353770;35023
354840;35023
355520;35023
350170;35031
350320;35031
350670;35031
351685;35031
353205;35031
354370;35031
354690;35031
355475;35031
350740;35032
351960;35032
352270;35032
353290;35032
355270;35032
351010;35033
351400;35033
352930;35033
354650;35033
355370;35033
351370;35034
351430;35034
351930;35034
354070;35034
354290;35034
354890;35034
350635;35041
351350;35041
351870;35041
352210;35041
353110;35041
353760;35041
354100;35041
354850;35041
355100;35041
350090;35051
350550;35051
350930;35051
351200;35051
351210;35051
351740;35051
351790;35051
352420;35051
353390;35051
355190;35051
350610;35052
353150;35052
355310;35052
355320;35052
352520;35073
355365;35052
355440;35052
355680;35052
355690;35052
350055;35061
350310;35061
350450;35061
350500;35061
351140;35061
351260;35061
351540;35061
351925;35061
352180;35061
352280;35061
352860;35061
353580;35061
353880;35061
355120;35061
355300;35061
355380;35061
355420;35061
350070;35062
350340;35062
350430;35062
350470;35062
350600;35062
350745;35062
350830;35062
351450;35062
351910;35062
352680;35062
352750;35062
352800;35062
353657;35062
353670;35062
353890;35062
353940;35062
354110;35062
354250;35062
350230;35063
350360;35063
350690;35063
350750;35063
351230;35063
352350;35063
352640;35063
353610;35063
353750;35063
354050;35063
354105;35063
355010;35063
355465;35063
350520;35064
350530;35064
350680;35064
350730;35064
350790;35064
351410;35064
352000;35064
352200;35064
352290;35064
352530;35064
352980;35064
355470;35064
355590;35065
350880;35065
351700;35065
351720;35065
352710;35065
354010;35065
354160;35065
354460;35065
350410;35071
350710;35071
350760;35071
352550;35071
353240;35071
353680;35071
353820;35071
353860;35071
355210;35071
355495;35071
355635;35071
350160;35072
350380;35072
350950;35072
351280;35072
351905;35072
351907;35072
352050;35072
352340;35072
352470;35072
353180;35072
353200;35072
353340;35072
353650;35072
353710;35072
354580;35072
354800;35072
355240;35072
355620;35072
355670;35072
350840;35073
350960;35073
352590;35073
352730;35073
355650;35073
350050;35074
350190;35074
352700;35074
353120;35074
355160;35074
351320;35081
351620;35081
352370;35081
352540;35081
353630;35081
353700;35081
354270;35081
354310;35081
354360;35081
354950;35081
352130;35082
353190;35082
353360;35082
353430;35082
354490;35082
354940;35082
350300;35083
350820;35083
351770;35083
352010;35083
352410;35083
352970;35083
350010;35091
351600;35091
352080;35091
352740;35091
352890;35091
353460;35091
353490;35091
354085;35091
354470;35091
354510;35091
350400;35092
350720;35092
351000;35092
351330;35092
351610;35092
351950;35092
352790;35092
352880;35092
353530;35092
353550;35092
353715;35092
353970;35092
355395;35092
353410;35093
350140;35093
350150;35093
350980;35093
351470;35093
351565;35093
351660;35093
351670;35093
351730;35093
351810;35093
352580;35093
352780;35093
352900;35093
353370;35093
353450;35093
354000;35093
354200;35093
355550;35093
355660;35093
350630;35094
351015;35094
351519;35094
352090;35094
353380;35094
353470;35094
354320;35094
354540;35094
354640;35094
355050;35094
355460;35094
355720;35094
350335;35095
350580;35095
351900;35095
351920;35095
353600;35095
354180;35095
354380;35095
355500;35095
350330;35101
351220;35101
352670;35101
353930;35101
354620;35101
351240;35102
351515;35102
352140;35102
352690;35102
350060;35103
351040;35103
351170;35103
351490;35103
353090;35103
353870;35103
354210;35103
354400;35103
354515;35103
354700;35103
355040;35103
350200;35104
351270;35104
352110;35104
352360;35104
354390;35104
354670;35104
351440;35111
351580;35111
352160;35111
352600;35111
353160;35111
353310;35111
353480;35111
353540;35111
353640;35111
354710;35111
354930;35111
355510;35111
350080;35112
350130;35112
350240;35112
350890;35112
351512;35112
351530;35112
352060;35112
352920;35112
353220;35112
353920;35112
354120;35112
354140;35112
354240;35112
354323;35112
354550;35112
354770;35112
354830;35112
355290;35112
355390;35112
351990;35113
352560;35113
353215;35113
354170;35113
354220;35113
350910;35114
352870;35114
353830;35114
354130;35114
354150;35114
351535;35115
353020;35115
354425;35115
355430;35115
350540;35121
350925;35121
350990;35121
351480;35121
352030;35121
352042;35121
352120;35121
352330;35121
352460;35121
352610;35121
352990;35121
353620;35121
353720;35121
354260;35121
355180;35121
350560;35131
351460;35131
351860;35131
352430;35131
353130;35131
353950;35131
354020;35131
354090;35131
355170;35131
351310;35132
351885;35132
352510;35132
352760;35132
354340;35132
354750;35132
354760;35132
355090;35132
355140;35132
355150;35132
350100;35133
350590;35133
350780;35133
350940;35133
351090;35133
354625;35133
354790;35133
352260;35141
353070;35141
353080;35141
355730;35141
350030;35142
350040;35142
351518;35142
354630;35142
354810;35142
354910;35142
355330;35142
355640;35142
350870;35143
351080;35143
351390;35143
352380;35143
353050;35143
354970;35143
355080;35143
355360;35143
350370;35151
351110;35151
351120;35151
351492;35151
351495;35151
351560;35151
352150;35151
352190;35151
352885;35151
353325;35151
353350;35151
353510;35151
353570;35151
353810;35151
353900;35151
354480;35151
354560;35151
355260;35151
355600;35151
353284;35152
354450;35152
354610;35152
354660;35152
354740;35152
355490;35152
350260;35153
350395;35153
351385;35153
351420;35153
352480;35153
352910;35153
352965;35153
353520;35153
353590;35153
354025;35153
354570;35153
354720;35153
354765;35153
354900;35153
355580;35153
355695;35153
351520;35154
351550;35154
351800;35154
352070;35154
352820;35154
352960;35154
353000;35154
353475;35154
353690;35154
354040;35154
354920;35154
354925;35154
355530;35154
350460;35155
350480;35155
351130;35155
351750;35155
351940;35155
351980;35155
352115;35155
353030;35155
353040;35155
353250;35155
353280;35155
353300;35155
353400;35155
353420;35155
353500;35155
353660;35155
354080;35155
354980;35155
355340;35155
355560;35155
350020;35156
352450;35156
352570;35156
352950;35156
353140;35156
353270;35156
353960;35156
353990;35156
355535;35156
355570;35156
355715;35156
350120;35157
350180;35157
351070;35157
351290;35157
351590;35157
351680;35157
351690;35157
352810;35157
352830;35157
353100;35157
353260;35157
353625;35157
354030;35157
354420;35157
355130;35157
355610;35157
355710;35157
350075;35161
350220;35161
350945;35161
351020;35161
351150;35161
351160;35161
351850;35161
352230;35161
354165;35161
354325;35161
355020;35161
355110;35161
355400;35161
350270;35162
350535;35162
350715;35162
350800;35162
351760;35162
352170;35162
352215;35162
352240;35162
352265;35162
352320;35162
353282;35162
354280;35162
354300;35162
354350;35162
355385;35162
350115;35163
350275;35163
350290;35163
350700;35163
351030;35163
351970;35163
352100;35163
352390;35163
352585;35163
352840;35163
353780;35163
353790;35163
354060;35163
354520;35163
354530;35163
355060;35163
355220;35163
355350;35163
355450;35163
355700;35163
350850;35171
352020;35171
352440;35171
352490;35171
353170;35171
353560;35171
354600;35171
354990;35171
350250;35172
350315;35172
350350;35172
350490;35172
350860;35172
350995;35172
351340;35172
351360;35172
351840;35172
352660;35172
352720;35172
353850;35172
354075;35172
354190;35172
354430;35172
354960;35172
355200;35172
351050;35173
352040;35173
355070;35173
355540;35173
350970;35174
352630;35174
353230;35174
353800;35174
354230;35174
354820;35174
354860;35174
355000;35174
355410;35174
355480;35174
410120;41001
410950;41001
410960;41001
411570;41001
411620;41001
411820;41001
411995;41001
410020;41002
410030;41002
410040;41002
410180;41002
410230;41002
410310;41002
410400;41002
410410;41002
410420;41002
410425;41002
410520;41002
410580;41002
410620;41002
410690;41002
410765;41002
411125;41002
411320;41002
411430;41002
411910;41002
411915;41002
411950;41002
412080;41002
412120;41002
412220;41002
412230;41002
412550;41002
412760;41002
412788;41002
412863;41002
410160;41003
410465;41003
410490;41003
411050;41003
411140;41003
411200;41003
411770;41003
411940;41003
411990;41003
412010;41003
412510;41003
412630;41003
410773;41004
410895;41004
411010;41004
411020;41004
411070;41004
411390;41004
412150;41004
412200;41004
412700;41004
410304;41005
410395;41005
410442;41005
410445;41005
410845;41005
410865;41005
410940;41005
411325;41005
411330;41005
411545;41005
411705;41005
411780;41005
411930;41005
411960;41005
412015;41005
412060;41005
412175;41005
412215;41005
412796;41005
412865;41005
410130;41006
410290;41006
410680;41006
410850;41006
411860;41006
411870;41006
412030;41006
412560;41006
412820;41006
410322;41007
410540;41007
410570;41007
410645;41007
410650;41007
410965;41007
411120;41007
411440;41007
411530;41007
411760;41007
411850;41007
412480;41007
412627;41007
412665;41007
412870;41007
410100;41008
410260;41008
410275;41008
410302;41008
410315;41008
410450;41008
410657;41008
410720;41008
410740;41008
410785;41008
410840;41008
411435;41008
411540;41008
411695;41008
411725;41008
411900;41008
411925;41008
411980;41008
412035;41008
412140;41008
412160;41008
412280;41008
412300;41008
412380;41008
412440;41008
412520;41008
412860;41008
410830;41009
411095;41009
411560;41009
411580;41009
411605;41009
412125;41009
412405;41009
412570;41009
412635;41009
410105;41010
410305;41010
410335;41010
410345;41010
410405;41010
410460;41010
410480;41010
410500;41010
410530;41010
410630;41010
410712;41010
410754;41010
410820;41010
410930;41010
410975;41010
411005;41010
411065;41010
411275;41010
411345;41010
411670;41010
412090;41010
412382;41010
412402;41010
412785;41010
412855;41010
410045;41011
410170;41011
410250;41011
410300;41011
410390;41011
410430;41011
410655;41011
410750;41011
410755;41011
410770;41011
410860;41011
411080;41011
411220;41011
411295;41011
411373;41011
411400;41011
411610;41011
411680;41011
411880;41011
412065;41011
412110;41011
412135;41011
412250;41011
412720;41011
412800;41011
410050;41012
410070;41012
410337;41012
410347;41012
410660;41012
410725;41012
410752;41012
410832;41012
410990;41012
411060;41012
411155;41012
411470;41012
411510;41012
411720;41012
411885;41012
411890;41012
412535;41012
412690;41012
412810;41012
412862;41012
412880;41012
410550;41013
410560;41013
410910;41013
411040;41013
411240;41013
411300;41013
412260;41013
412555;41013
412610;41013
412680;41013
412790;41013
410060;41014
410090;41014
410670;41014
410710;41014
410890;41014
411030;41014
411130;41014
411260;41014
411350;41014
411500;41014
411590;41014
411650;41014
411710;41014
411800;41014
411830;41014
411840;41014
411970;41014
412020;41014
412100;41014
412330;41014
412370;41014
412395;41014
412420;41014
412460;41014
412490;41014
412590;41014
412670;41014
412730;41014
410115;41015
410210;41015
410220;41015
410590;41015
410730;41015
410780;41015
410790;41015
410810;41015
411000;41015
411090;41015
411110;41015
411160;41015
411360;41015
411410;41015
411420;41015
411480;41015
411520;41015
411630;41015
411640;41015
411690;41015
411740;41015
411750;41015
411810;41015
412040;41015
412340;41015
412360;41015
412450;41015
412530;41015
412625;41015
412830;41015
410140;41016
410150;41016
410320;41016
410330;41016
410350;41016
410380;41016
410760;41016
410870;41016
411210;41016
411310;41016
411490;41016
411550;41016
411575;41016
411729;41016
412210;41016
412270;41016
412580;41016
410080;41017
410190;41017
410280;41017
410340;41017
410370;41017
410510;41017
410800;41017
410920;41017
410980;41017
411190;41017
411270;41017
411370;41017
411380;41017
411600;41017
411965;41017
412000;41017
412033;41017
412050;41017
412240;41017
412650;41017
412667;41017
410010;41018
410110;41018
410240;41018
410600;41018
410640;41018
411100;41018
411340;41018
411660;41018
411700;41018
411721;41018
412130;41018
412190;41018
412310;41018
412320;41018
412390;41018
412430;41018
412470;41018
412600;41018
412620;41018
412640;41018
412840;41018
410270;41019
410360;41019
410470;41019
410610;41019
410775;41019
410900;41019
410970;41019
411170;41019
411180;41019
411230;41019
411280;41019
411290;41019
411920;41019
412070;41019
412180;41019
412290;41019
412400;41019
412410;41019
412540;41019
412660;41019
412780;41019
412850;41019
410200;41020
410715;41020
410753;41020
410880;41020
411460;41020
411535;41020
411585;41020
411722;41020
411745;41020
411790;41020
411845;41020
412085;41020
412350;41020
412545;41020
412575;41020
412740;41020
412770;41020
412795;41020
410700;41021
411007;41021
411730;41021
412170;41021
412710;41021
412750;41021
412853;41021
411727;41022
410165;41022
410185;41022
410440;41022
410685;41022
410855;41022
411150;41022
411250;41022
411342;41022
411375;41022
411450;41022
411573;41022
412217;41022
412265;41022
412385;41022
412500;41022
420080;42001
420208;42001
420209;42001
420215;42001
420257;42001
420490;42001
420500;42001
420535;42001
420640;42001
420660;42001
420765;42001
420775;42001
420840;42001
421050;42001
421090;42001
421100;42001
421200;42001
421223;42001
421415;42001
421520;42001
421535;42001
421555;42001
421568;42001
421625;42001
421670;42001
421715;42001
421720;42001
421730;42001
421795;42001
421875;42001
420050;42002
420055;42002
420310;42002
420410;42002
420420;42002
420435;42002
420440;42002
420470;42002
420475;42002
420543;42002
420665;42002
420785;42002
420895;42002
421140;42002
421145;42002
421210;42002
421290;42002
421315;42002
421420;42002
421507;42002
421569;42002
421600;42002
421755;42002
421775;42002
421885;42002
420010;42003
420253;42003
420350;42003
420445;42003
420517;42003
420530;42003
420560;42003
420768;42003
420917;42003
420945;42003
421055;42003
421165;42003
421185;42003
421227;42003
421340;42003
421575;42003
421610;42003
421690;42003
421910;42003
421950;42003
421970;42003
420020;42004
420030;42004
420180;42004
420190;42004
420285;42004
420419;42004
420510;42004
420690;42004
420740;42004
420850;42004
420915;42004
420950;42004
420990;42004
421085;42004
421270;42004
421370;42004
421400;42004
421410;42004
421450;42004
421460;42004
421480;42004
421530;42004
421567;42004
421780;42004
421860;42004
421920;42004
421935;42004
421940;42004
420200;42005
420245;42005
420320;42005
420710;42005
420820;42005
420830;42005
421000;42005
421130;42005
421250;42005
421280;42005
421350;42005
420125;42006
420170;42006
420220;42006
420240;42006
420270;42006
420290;42006
420515;42006
420590;42006
420630;42006
420750;42006
421320;42006
421470;42006
421510;42006
421820;42006
420060;42007
420070;42007
420090;42007
420110;42007
420120;42007
420230;42007
420370;42007
420540;42007
420570;42007
420600;42007
420980;42007
421020;42007
421150;42007
421190;42007
421230;42007
421430;42007
421570;42007
421590;42007
421630;42007
421660;42007
421725;42007
421800;42007
420005;42008
420040;42008
420287;42008
420360;42008
420390;42008
420400;42008
420415;42008
420520;42008
420670;42008
420680;42008
420860;42008
420900;42008
420920;42008
421003;42008
421105;42008
421180;42008
421850;42008
421915;42008
421917;42008
421985;42008
420160;42009
420300;42009
420315;42009
420480;42009
420550;42009
420555;42009
420675;42009
420757;42009
420970;42009
421005;42009
421070;42009
421300;42009
421335;42009
421440;42009
421540;42009
421550;42009
421605;42009
421790;42009
421825;42009
421930;42009
420075;42010
420127;42010
420165;42010
420430;42010
420760;42010
420770;42010
420780;42010
420800;42010
420985;42010
421187;42010
421260;42010
421310;42010
421390;42010
421750;42010
421960;42010
420130;42011
420205;42011
420210;42011
420450;42011
420580;42011
420650;42011
420845;42011
420890;42011
420910;42011
421060;42011
421620;42011
421635;42011
421740;42011
420213;42012
420330;42012
420380;42012
420790;42012
420810;42012
421010;42012
421030;42012
421110;42012
421220;42012
421360;42012
421500;42012
421580;42012
421830;42012
420100;42013
420243;42013
420250;42013
420260;42013
420325;42013
420340;42013
420417;42013
420455;42013
420930;42013
421175;42013
421189;42013
421205;42013
421330;42013
421505;42013
421650;42013
421680;42013
421890;42013
421895;42013
420140;42014
420195;42014
420207;42014
420519;42014
420870;42014
421040;42014
421080;42014
421125;42014
421225;42014
421380;42014
421565;42014
421640;42014
421770;42014
421810;42014
421880;42014
420425;42015
420460;42015
420545;42015
420700;42015
420960;42015
421120;42015
421160;42015
421170;42015
421760;42015
421835;42015
421900;42015
422000;42015
420150;42016
420280;42016
420395;42016
420610;42016
420620;42016
420720;42016
420730;42016
420880;42016
420940;42016
421240;42016
421265;42016
421490;42016
421545;42016
421560;42016
421700;42016
421710;42016
421840;42016
421870;42016
430010;43001
430637;43001
430670;43001
430800;43001
430840;43001
431053;43001
431075;43001
431120;43001
431310;43001
431402;43001
431447;43001
431532;43001
431550;43001
431690;43001
431843;43001
431912;43001
431940;43001
431960;43001
432065;43001
432149;43001
432345;43001
430290;43002
430465;43002
431055;43002
431110;43002
431113;43002
431210;43002
