cidades,n_cluster,cluster_idx,model_name,window_size,rmse,time
rio-verde,9,2,LGBMRegressor,6,18.54753150468717,0
coronel-fabriciano,9,2,LGBMRegressor,6,8.137842048161541,0
ituiutaba,9,2,LGBMRegressor,6,19.061426689001628,0
araguaina,9,2,LGBMRegressor,6,12.76587053354498,0
porto-velho,9,2,LGBMRegressor,6,5.742645823240166,0
varzea-grande,9,2,LGBMRegressor,6,6.198670811614626,0
piracicaba,9,2,LGBMRegressor,6,33.959266325498426,0
parauapebas,9,2,LGBMRegressor,6,7.257232083400295,0
ribeirao-das-neves,9,2,LGBMRegressor,6,41.142677341317935,0
barretos,9,2,LGBMRegressor,6,28.994024532958488,0
luziania,9,2,LGBMRegressor,6,22.82786856868712,0
aguas-lindas-de-goias,9,2,LGBMRegressor,6,21.65881009918275,0
jaboatao-dos-guararapes,9,2,LGBMRegressor,6,7.21325879855278,0
divinopolis,9,2,LGBMRegressor,6,30.852288883397133,0
volta-redonda,9,2,LGBMRegressor,6,16.393308998023773,0
rondonopolis,9,2,LGBMRegressor,6,10.02269111884526,0
ji-parana,9,2,LGBMRegressor,6,7.564218074031599,0
itaperuna,9,2,LGBMRegressor,6,8.868772850708233,0
aparecida-de-goiania,9,2,LGBMRegressor,6,90.64760881133374,0
maceio,9,2,LGBMRegressor,6,18.29596642262016,0
formosa,9,2,LGBMRegressor,6,19.541002799843515,0
goiania,9,2,LGBMRegressor,6,115.20178740198564,0
vitoria,9,2,LGBMRegressor,6,61.858656250261575,0
senador-canedo,9,2,LGBMRegressor,6,11.330140224261058,0
jequie,9,2,LGBMRegressor,6,8.025902400857426,0
aracruz,9,2,LGBMRegressor,6,12.852142004619449,0
jatai,9,2,LGBMRegressor,6,23.217191774565126,0
arapiraca,9,2,LGBMRegressor,6,28.07217802101323,0
governador-valadares,9,2,LGBMRegressor,6,9.99489502870424,0
passos,9,2,LGBMRegressor,6,18.100465783253938,0
trindade,9,2,LGBMRegressor,6,6.0231051025677536,0
