cidades,n_cluster,cluster_idx,model_name,window_size,rmse,time
santa-maria,7,3,LGBMRegressor,6,5.01255882004097,0
toledo,7,3,LGBMRegressor,6,36.98274582754695,0
londrina,7,3,LGBMRegressor,6,403.30005648739655,0
petrolina,7,3,LGBMRegressor,6,22.77904579115112,0
arapongas,7,3,LGBMRegressor,6,4.822605119000571,0
corumba,7,3,LGBMRegressor,6,23.158008132489602,0
simoes-filho,7,3,LGBMRegressor,6,7.032105157784031,0
florianopolis,7,3,LGBMRegressor,6,2.1125664826569,0
foz-do-iguacu,7,3,LGBMRegressor,6,364.2864535125834,0
guaratingueta,7,3,LGBMRegressor,6,24.582057314697334,0
ariquemes,7,3,LGBMRegressor,6,2.668725153442758,0
tangara-da-serra,7,3,LGBMRegressor,6,11.9869179428772,0
sinop,7,3,LGBMRegressor,6,49.758978899232574,0
apucarana,7,3,LGBMRegressor,6,8.419867008622694,0
boa-vista,7,3,LGBMRegressor,6,10.582353595124644,0
brasilia,7,3,LGBMRegressor,6,564.9530465561963,0
vitoria-da-conquista,7,3,LGBMRegressor,6,30.9725651203115,0
cambe,7,3,LGBMRegressor,6,49.48558742792819,0
ponta-grossa,7,3,LGBMRegressor,6,2.2574810687698887,0
valparaiso-de-goias,7,3,LGBMRegressor,6,22.333852350259384,0
balneario-camboriu,7,3,LGBMRegressor,6,4.048342999114449,0
catanduva,7,3,LGBMRegressor,6,68.95250048726568,0
novo-gama,7,3,LGBMRegressor,6,26.790970489981625,0
juazeiro-do-norte,7,3,LGBMRegressor,6,15.716591429775043,0
maringa,7,3,LGBMRegressor,6,101.4137609383395,0
umuarama,7,3,LGBMRegressor,6,60.65454858434129,0
cascavel,7,3,LGBMRegressor,6,61.852656018832256,0
joinville,7,3,LGBMRegressor,6,54.703131808162226,0
sertaozinho,7,3,LGBMRegressor,6,25.078796777077315,0
vilhena,7,3,LGBMRegressor,6,11.095331121276205,0
brusque,7,3,LGBMRegressor,6,2.237367018627144,0
crato,7,3,LGBMRegressor,6,14.654734940151286,0
